reporter_area_label,year,business_arrivals,personal_arrivals,tourists,total_arrivals,air_arrivals,expenditure,acc_establishments,acc_capacity,ALOS,exp_per_arrival,acc_guests,acc_overnights
El Salvador,2023,145476.913861226,2333622.64650909,2479099.56037024,3374178.91495024,1412028.00000021,3194540313.06462,392.0,18883.0,9.46,946.7607953183274,832845.324612676,7879688.25222776
El Salvador,2024,321439.859684604,2865548.68048453,3186988.54016912,3956794.17364871,1611122.99999973,3922236400.7401204,433.0,19917.0,7.67,991.266219218898,1177555.3401667802,9027780.95731532
Eswatini,2019,185000.0,1040000.0,680000.0,1226000.0,19000.0,14300000.0,165.0,9956.0,1.09,11.66394779771615,244000.0,265960.0
Eswatini,2020,49400.0,296000.0,193700.0,345300.0,11400.0,7043440.49804999,178.0,10270.0,1.37,20.398032140312743,71000.0,97270.0
Eswatini,2021,71000.0,139700.0,170300.0,210700.0,11600.0,7778913.37369999,176.0,9223.0,1.66,36.9193800365448,34000.0,56440.0
Eswatini,2022,85400.0,417100.0,393000.0,502500.0,37200.0,12232036.9122372,189.0,9391.0,1.48,24.34236201440239,88600.0,131128.0
Ethiopia,2019,176600.0,635000.0,812000.0,811600.0,767800.0,3529000000.0,1555.0,106834.0,,4348.201084277969,,
Ethiopia,2021,22747.0,495400.0,518000.0,518000.0,474452.0,2601015044.44303,,,,5021.264564561834,,
Ethiopia,2022,33488.0,863100.0,897000.0,897000.0,853752.0,3883096608.22847,,,,4328.981726007213,,
Ethiopia,2023,86000.0,117000.0,247000.0,1076000.0,1021000.0,4995332397.072949,,,,4642.502227762964,,
Ethiopia,2024,226000.0,258000.0,536000.0,1261000.0,1187000.0,,,,,,,
Fiji,2019,56900.0,837400.0,894000.0,969000.0,,1345000000.0,,33606.0,,1388.0288957688338,,3773000.0
Fiji,2020,10202.0,136700.0,146900.0,168200.0,,236995731.8184,,20970.0,,1409.0114852461356,,736000.0
Fiji,2021,2162.0,29400.0,32000.0,32000.0,,65862517.7956623,,22574.0,,2058.2036811144467,,141300.0
Fiji,2022,19922.0,616400.0,636300.0,652200.0,,1069496573.57167,,28050.0,,1639.8291529771084,,2275000.0
Finland,2023,1143000.0,3105000.0,4248000.0,4710000.0,2783000.0,5857285253.68368,1173.0,255203.0,1.83721399052515,1243.5849795506751,2097000.0,4682000.0
Finland,2024,1200000.0,3280000.0,4475000.0,4960000.0,2894000.0,6076182832.28728,1169.0,261166.0,1.79533626901521,1225.036861348242,2348000.0,5154000.0
France,2019,11261200.0,79652780.0,90914000.0,217877000.0,29395100.0,70786000000.0,17733.0,1973463.0,2.04,324.8897313621906,37376000.0,76424000.0
French Guiana,2020,14700.0,34810.0,49000.0,49000.0,49000.0,,26.0,,,,11500.0,
French Guiana,2021,15960.0,26000.0,42000.0,42000.0,42000.0,,31.0,,,,8300.0,
French Guiana,2022,26280.0,47450.0,73000.0,73000.0,73000.0,,29.0,,23.35,,17000.0,397000.0
French Guiana,2023,27720.0,48520.0,77000.0,77000.0,77000.0,,32.0,,19.09,,22000.0,420000.0
French Guiana,2024,29240.0,56780.0,86000.0,86000.0,86000.0,,32.0,,18.86,,22000.0,415000.0
French Polynesia,2019,14300.0,222300.0,237000.0,282000.0,237000.0,,337.0,14571.0,14.9,,209000.0,2727000.0
French Polynesia,2020,5500.0,71600.0,77000.0,89000.0,77000.0,,342.0,15064.0,18.2,,66400.0,1032000.0
French Polynesia,2021,6400.0,76200.0,83000.0,95000.0,83000.0,,332.0,14323.0,20.9,,70000.0,1239000.0
French Polynesia,2022,12000.0,206700.0,218800.0,261399.99999999997,219000.0,,,,17.1,,195000.0,2960000.0
Gambia,2019,4000.0,231700.0,620000.0,235700.0,235800.0,157000000.0,49.0,11340.0,,666.1009758167162,,
Gambia,2021,6400.0,96000.0,332000.0,102400.0,102400.0,67386561.9393391,49.0,11899.0,,658.0718939388585,,
Gambia,2022,18600.0,164200.0,570000.0,182800.0,182800.0,164373401.056793,52.0,12197.0,,899.1980364157166,,
Georgia,2019,831500.0,6894300.0,5080400.0,7726000.0,1829300.0,3551000000.0,1682.0,111399.0,,459.6168780740357,2868000.0,
Georgia,2022,293000.0,3360000.0,3653000.0,4704000.0,1505000.0,3781602201.96,2213.0,143641.0,,803.9120327295918,2981000.0,
Georgia,2023,403000.0,4266000.0,4669000.0,6171000.0,1870000.0,4516723751.9800005,,,,731.9273621746881,3009000.0,
Georgia,2024,357000.0,4735000.0,5092000.0,6456000.0,2353000.0,4883330116.5,,,,756.4018148234201,3698000.0,
Ghana,2019,621700.0,508700.0,1130000.0,1130400.0,,1490000000.0,,115890.0,10.0,1318.1174805378628,,
Ghana,2020,196400.0,158700.0,355000.0,355100.0,,191032928.07963398,,114349.0,12.0,537.9693834965756,,
Ghana,2021,276800.0,346700.0,624000.0,623500.0,,611001971.511414,,,14.0,979.9550465299343,,
Grenada,2019,10800.0,152100.0,188000.0,526000.0,163000.0,,91.0,4954.0,9.06,,99000.0,896940.0
Grenada,2020,3000.0,40800.0,54200.0,217000.0,43800.0,185515343.333333,95.0,5733.0,9.31,854.9094162826404,27500.0,256025.0
Grenada,2021,2900.0,39100.0,47000.0,72000.0,42100.0,232359632.59259298,119.0,5860.0,12.65,3227.2171193415693,29494.0,373099.1
Grenada,2022,7900.0,124900.0,149000.0,335000.0,133200.0,448552506.296296,122.0,5739.0,9.27,1338.9627053620777,107000.0,991890.0
Guam,2019,51200.0,1604400.0,1667000.0,1655600.0,1655700.0,,,,,,1309000.0,
Guam,2020,9799.0,264100.0,328173.0,328173.0,326592.0,,,,,,249244.0,
Guam,2021,5074.0,56700.0,79389.0,79389.0,78469.0,,,,,,35694.0,
Guam,2022,13985.0,261899.99999999997,326878.0,326878.0,326119.0,,,,,,238418.0,
Guam,2023,42401.0,474529.0,656518.0,656518.0,652842.0,,,,,,513253.00000000006,
Guam,2024,46028.0,538756.0,739146.0,739146.0,730192.0,,,,,,586303.0,
Guatemala,2019,356400.0,2203200.0,1752400.0,2560000.0,806200.0,1227200000.0,3379.0,210327.0,,479.375,,
Guatemala,2020,84700.0,509300.0,395700.0,594000.0,205400.0,328460020.0,3441.0,215849.0,,552.9629966329966,,
Guatemala,2021,134400.0,531600.0,602100.0,666000.0,358700.0,393280890.0,3372.0,212921.0,,590.5118468468469,,
Guatemala,2022,310600.0,1534200.0,1494000.0,1844700.0,747400.0,996975090.0,3345.0,214261.0,,540.4537811026183,,
Guyana,2019,46600.0,268100.0,315000.0,314700.0,286700.0,,,,,,125000.0,
Guyana,2020,15700.0,70900.0,86500.0,86600.0,77300.0,23964200.0,,,,276.7228637413395,27000.0,
Guyana,2021,27200.0,131200.0,158300.0,158400.0,154000.0,26123850.0,,,,164.92329545454547,21000.0,
Guyana,2022,52800.0,235500.0,288000.0,288300.0,269100.0,50728412.5,,,,175.95703260492542,62000.0,
Haiti,2019,16700.0,269400.0,286000.0,938000.0,286000.0,,,,,,,
Haiti,2020,10000.0,192700.0,203000.0,322000.0,203000.0,101881008.4,,,,316.40064720496895,,
Haiti,2021,9300.0,139100.0,148000.0,148000.0,148000.0,110261085.4,,,,745.0073337837838,,
Honduras,2019,102700.0,621600.0,724000.0,2315000.0,459800.0,558000000.0,1178.0,,,241.03671706263498,,
Honduras,2020,20200.0,184000.0,204000.0,669000.0,128800.00000000001,157188136.824774,1776.0,,,234.9598457769417,,
Honduras,2021,38700.0,420500.0,459000.0,826000.0,327700.0,304957256.971529,,,,369.19764766528937,,
Honduras,2022,72600.0,771800.0,844000.0,1911000.0,478100.0,551515513.562611,1829.0,,,288.6004780547415,,
Hungary,2019,1642000.0,59755000.0,16937000.0,61397000.0,7029100.0,10225000000.0,2324.0,259103.0,2.34,166.53908171409026,5456000.0,13413000.0
Hungary,2020,1450429.0,30190153.0,7417000.0,31641000.0,1840700.0,4220909727.8118696,2029.0,222358.0,2.4294546257452,133.4000103603511,1196000.0,3126000.0
Hungary,2021,2335400.0,34352100.0,7929100.0,36687500.0,2163400.0,5692546902.1454,2260.0,252570.0,2.56613372093023,155.16311828675708,1590000.0,4352000.0
Hungary,2022,2033800.0,44309500.0,12649000.0,46343000.0,4438300.0,9052349603.48956,2230.0,261250.0,2.41285192349022,195.33369880002502,3923000.0,10177000.0
India,2019,1605700.0,9324600.0,17754000.0,17914000.0,8462500.0,31661000000.0,,,,1767.3886345874735,,
India,2020,286000.0,2413000.0,2699000.0,2745000.0,2150000.0,13412939150.1521,31574.0,901527.0,,4886.316630292204,,
India,2021,160000.0,1346000.0,1507000.0,1528000.0,1322000.0,9135594821.89836,137521.91,2326051.55,,5978.79242270835,,
India,2022,645000.0,5729000.0,6374000.0,6437000.0,5328000.0,22410555109.4245,159852.24,,,3481.5216885854434,,
India,2023,965000.0,8440000.0,9405000.0,9521000.0,7476000.0,33881956588.248497,205845.53,,,3558.655245063386,,
India,2024,1029000.0,8795000.0,9824000.0,9952000.0,8214000.0,37019108021.4347,256499.043398876,,,3719.7656773949657,,
Indonesia,2019,3519400.0,12587600.0,15455000.0,16107000.0,9834700.0,18405000000.0,3516.0,1959522.0,1.72,1142.6708884336003,14591000.0,25096520.0
Indonesia,2020,2551700.0,1501200.0,3915400.0,4052800.0,1713600.0,3602376999.7329,3644.0,2091870.0,1.73,888.8612810237121,2615000.0,4523950.0
Indonesia,2021,716500.0,841000.0,1546300.0,1557500.0,137200.0,547815121.789609,3521.0,1739638.0,1.66,351.72720500135404,777000.0,1289820.0
Indonesia,2022,594800.0,5294200.0,5764000.0,5889000.0,3296000.0,7098785513.48814,4104.0,1861574.0,1.64,1205.4313998111973,3639000.0,5967960.0
Ireland,2019,1464000.0,9487000.0,10951000.0,10951000.0,8659000.0,14808000000.0,1903.0,228373.0,,1352.2052780567985,,31856000.0
Israel,2019,450600.0,4101000.0,4552000.0,4905000.0,3968200.0,8378000000.0,429.0,194732.0,2.36,1708.0530071355759,4441000.0,12126000.0
Israel,2022,374500.0,2300500.0,2675000.0,2851000.0,2450100.0,5485800000.0,700.0,235294.0,2.34943379933076,1924.1669589617677,2614500.0,7813300.0
Israel,2023,211000.0,2799000.0,3010000.0,3239000.0,2680500.0,5969600000.0,700.0,232834.0,2.76,1843.0379746835442,3169723.10216839,8741100.0
Israel,2024,87000.0,875000.0,961000.0,974000.0,889800.0,2469800000.0,692.0,220071.0,3.56,2535.728952772074,589441.0,2097100.0
Italy,2019,14875200.0,80523500.0,64513000.0,95399000.0,39396200.0,51910000000.0,,,2.87,544.1356827639703,47377000.0,140561000.0
Italy,2020,6766000.0,18423000.0,25190000.0,38419000.0,9277000.0,20316757807.1358,,,3.45228609609603,528.820578545402,14387445.0,53058859.0
Italy,2021,8326000.0,18562000.0,26888000.0,40186000.0,10600000.0,25354927918.5429,,,3.35264008707713,630.9393300787065,22915817.0,81737103.0
Italy,2022,10259000.0,39552000.0,49811000.0,74317000.0,29042000.0,47100431950.0271,,,3.20647164739067,633.7773584782365,49193898.0,165957812.0
Italy,2023,11321000.0,45929000.0,57250000.0,85328000.0,35814000.0,57919625205.7293,,,3.09966237435253,678.7880321316485,61506242.0,197528313.0
Italy,2024,11247000.0,46478000.0,57725000.0,88264000.0,38587000.0,61433937023.306,,,3.10310213990152,696.0248461808438,67311566.0,216125151.0
Jamaica,2019,94000.0,2586950.0,2681000.0,4234000.0,2681000.0,,1090.0,89707.0,6.11,,1845000.0,11266000.0
Jamaica,2020,33500.0,846860.0,880400.0,1329700.0,880400.0,1256038507.6104999,345.0,67300.0,6.27,944.602923674889,580900.0,3775200.0
Jamaica,2021,14500.0,1449900.0,1464000.0,1535000.0,1464000.0,2095083474.98428,396.0,82999.0,6.23,1364.8752280027884,1020000.0,6466400.0
Jamaica,2022,51400.0,2427000.0,2478400.0,3330700.0,2478400.0,3621373852.68,429.0,87921.0,6.05,1087.2710999729786,1729000.0,10567000.0
Japan,2019,1757400.0,30124600.0,,31882000.0,30644300.0,49209000000.0,29520.0,5537532.0,1.34,1543.472805972022,65786000.0,104756000.0
Japan,2020,216000.0,3899800.0,4115800.0,4115800.0,4278200.0,11395924864.634901,31110.0,6060391.0,1.31422411764958,2768.8237680730117,10763000.0,17994000.0
Japan,2021,18300.0,227500.0,245800.0,245800.0,353000.0,5351584267.84656,30750.0,6008407.0,1.31994943495354,21772.108494086897,1836000.0,3962000.0
Japan,2022,422400.0,3409700.0,3832100.0,3832100.0,4195900.0,10632911261.9673,30360.0,5916089.0,1.33628676022747,2774.6956660753376,8034000.0,15250000.0
Japan,2023,1067334.0,23998666.0,25066000.0,25066000.0,,42006636086.2959,33340.0,6355174.0,1.39631027584236,1675.8412226241082,60275000.0,108303000.0
Jordan,2019,570000.0,3913800.0,4488400.0,5361000.0,,6765000000.0,577.0,88743.0,1.82,1261.8914381645216,2728000.0,4969000.0
Jordan,2020,99231.0,967769.0,1067000.0,1240000.0,,1744647887.32394,584.0,81702.0,1.74,1406.9741026805968,577000.0,1006000.0
Jordan,2021,187116.0,1824884.0,2012000.0,2359000.0,,3426478873.23943,593.0,81731.0,1.99,1452.513299380852,1003000.0,1992000.0
Jordan,2022,397733.1,3878966.9,4276700.0,5049100.0,,6913098591.54929,572.0,82850.0,1.63,1369.1744254519201,2135000.0,3472000.0
Jordan,2023,497178.0,4848822.0,5346000.0,6354000.0,,8625774647.887331,600.0,85053.0,1.62,1357.5345684430802,2652000.0,4285000.0
Jordan,2024,1272948.0,3944052.0,5217000.0,6108000.0,,,651.0,91525.0,1.6,,1929000.0,3087000.0
Kazakhstan,2019,1453400.0,7061500.0,,8515000.0,,2915000000.0,,,,342.3370522607164,,925000.0
Kazakhstan,2020,743200.0,1291500.0,2555564.0,2555564.0,,742993513.04496,,,1.49522547011096,290.7356313694198,245870.0,377765.0
Kazakhstan,2021,719800.0,610400.0,2000314.0,2000314.0,,761230919.6020529,,,1.4787697535196,380.55571255415543,322039.0,507462.0
Kazakhstan,2022,938300.0,3790500.0,6715459.0,6715459.0,,1734305042.29854,,,1.37863355616886,258.25562218435704,895859.0,1317417.0
Kenya,2021,248900.0,621700.0,,871304.0,699200.0,1220600597.7535899,,,,1400.8894688347464,,1577571.0
Kenya,2022,425500.0,1058300.0,,1540978.0,,1861869368.86852,,,,1208.2387736025564,,2813394.0
Kiribati,2019,3300.0,4600.0,7900.0,12000.0,7900.0,,31.0,1074.0,,,,
Kiribati,2020,500.0,900.0,1400.0,1400.0,1400.0,31487.518445296904,22.0,553.0,,22.491084603783502,,
Kiribati,2021,60.0,10.0,70.0,70.0,34.0,14605.6463915418,31.0,743.0,,208.65209130774002,,
Kiribati,2022,1119.0,651.0,1800.0,1770.0,,2667413.20755614,37.0,911.0,,1507.0131116136386,,
Kuwait,2019,37000.0,115600.0,153000.0,152600.0,4277200.0,1198000000.0,84.0,21622.0,1.74,7850.589777195281,153000.0,266000.0
Kuwait,2020,15452.0,71033.0,86485.0,86485.0,1027300.0,526222256.19735503,85.0,21861.0,1.398566225357,6084.549415474996,26473.0,65905.0
Kuwait,2021,20625.0,64346.0,84971.0,84971.0,890300.0,707894511.947238,85.0,21820.0,1.26398418283885,8331.013074428192,8313.0,30137.0
Kuwait,2022,29738.0,58932.0,88670.0,88670.0,,1686988355.89793,85.0,21701.0,1.56644862975076,19025.46922181042,39464.0,85743.0
Kuwait,2023,44908.0,77548.0,122456.0,122456.0,,2500759233.45678,83.0,21549.0,1.15330404390148,20421.696229313224,41210.0,74918.0
Lao People's Democratic Republic,2019,689900.0,4101100.0000000005,4384000.0,4791000.0,1906800.0,974000000.0,2920.0,128880.0,,203.29785013567104,,
Latvia,2019,710800.0,7631600.0,1935000.0,8342000.0,2677200.0,,,,1.8,,1777000.0,3282000.0
Latvia,2020,339800.0,2863700.0,636000.0,3204000.0,653100.0,794642523.7454909,,,2.00072463768116,248.01576895926684,685000.0,1455000.0
Latvia,2021,161000.0,1775800.0,478000.0,1937000.0,838500.0,739312193.217896,,,1.84590163934426,381.67898462462364,430000.0,842000.0
Lithuania,2019,728000.0,2146900.0,2875000.0,6150000.0,1325700.0,,,,1.85,,1572000.0,2907000.0
Lithuania,2020,212000.0,724700.0,936700.0,2284300.0,345900.0,574037837.8034381,,,2.33144129056022,251.29704408503176,501908.0,1103646.0
Lithuania,2021,212800.0,734800.0,947600.0,2095900.0,436800.0,585151116.176052,,,2.24626465054746,279.18847090798795,497306.0,1167348.0
Lithuania,2022,581400.0,1587300.0,2168700.0,4724900.0,1023000.0,1174048362.6519198,,,2.11887540768482,248.48110280681493,1137150.0,2590557.0
Lithuania,2023,725300.0,1679500.0,2404700.0,5530100.0,1071900.0,1702115447.5790699,,,2.11339980534138,307.7910792895372,1348003.0,2957011.0
Lithuania,2024,727600.0,1655700.0,2383300.0,5034500.0,1050100.0,1915528828.19882,,,2.10991307938331,380.48045053109945,1430389.0,3066231.0
Madagascar,2019,40400.0,343200.0,384000.0,486000.0,384000.0,951000000.0,3200.0,82893.0,21.0,1956.79012345679,,
Madagascar,2020,3300.0,65000.0,68300.0,87100.0,68300.0,201200179.422284,3361.0,86113.0,18.0,2309.9905789010795,,
Madagascar,2021,582.0,7173.0,7800.0,7800.0,7800.0,117502584.190728,3527.0,,23.0,15064.433870606154,,
Malawi,2019,421000.0,556000.0,978000.0,977000.0,347300.0,41000000.0,,,,41.96519959058342,,
Malawi,2020,159000.0,39000.0,199000.0,198000.0,38600.0,28181771.6727694,,,,142.33218016550202,,
Malawi,2021,305000.0,126000.0,432000.0,431000.0,136100.0,29216522.862922803,,,,67.7877560624659,,
Maldives,2019,,1703000.0,1703000.0,,1703000.0,3171000000.0,924.0,74792.0,6.3,,,10688000.0
Maldives,2020,,555000.0,555000.0,,555000.0,1408016278.3534598,550.0,63291.0,7.2,,,3985000.0
Maldives,2021,,1322000.0,1322000.0,,1322000.0,3525840885.8501296,929.0,79740.0,8.8,,,10073000.0
Maldives,2022,,1675000.0,1675000.0,,1675000.0,4512573542.37881,1212.0,88699.0,8.0,,,12195000.0
Mali,2019,62000.0,155100.0,217000.0,217100.0,217000.0,235000000.0,800.0,27519.0,2.33,1082.4504836480885,15000.0,35000.0
Mali,2020,5800.0,69300.0,75000.0,75100.0,75000.0,81718474.0966119,832.0,27258.0,2.84,1088.128816199892,7900.0,22400.0
Mali,2021,8800.0,159300.0,168000.0,168100.0,168000.0,191459922.381502,911.0,29563.0,1.23,1138.9644401041166,45800.0,56400.0
Malta,2019,189100.0,2564200.0,2753000.0,3519000.0,2702000.0,,260.0,59590.0,5.9,,1710000.0,10069000.0
Malta,2020,50133.0,608400.0,659000.0,670191.986591647,639987.0,2618098118.23803,263.0,70865.0,4.17216933331633,3906.4897381908813,486246.0,2396244.0
Malta,2021,62831.0,905300.0,968000.0,983742.192961794,943947.0,3195539975.9236603,273.0,70356.0,4.69622424347366,3248.3510403296964,736545.0,3938349.0
Malta,2022,154228.0,2132400.0,2286600.0,2358565.64714912,2231489.0,4412897620.31497,311.0,73260.0,4.52574165137493,1871.0090285801425,1559649.0,7549225.0
Malta,2023,156807.898564683,2824668.17814038,2981500.0,3084507.88611286,2915100.0,5446680520.398589,335.0,73304.0,4.39266962699822,1765.8183157581652,1992637.0,9206833.0
Malta,2024,172462.669883241,3391155.72912429,3563600.0,3657026.78219289,3495000.0,6581845242.71842,356.0,75713.0,4.43860529620752,1799.7804322263398,2278803.0,10605083.0
Martinique,2019,64200.0,492200.0,556000.0,919000.0,517200.00000000006,549000000.0,162.0,12378.0,6.5,597.3884657236126,146000.0,1086000.0
Martinique,2020,46800.0,265500.0,312300.0,523600.0,300200.0,280000000.0,161.0,11952.0,7.0,534.75935828877,73000.0,582000.0
Martinique,2021,44200.0,246700.0,291000.0,312000.0,282100.0,283000000.0,162.0,11452.0,9.0,907.0512820512821,54000.0,517000.0
Martinique,2022,40600.0,515600.0,556000.0,661000.0,522100.0,535000000.0,162.0,11452.0,8.0,809.3797276853253,125000.0,1001000.0
Mauritius,2019,56000.0,1362250.0,1383000.0,1418000.0,1338200.0,2024000000.0,112.0,44513.0,,1427.3624823695345,,
Mauritius,2020,10697.0,304900.0,309000.0,316000.0,279325.0,517598383.36932206,106.0,40275.0,14.52,1637.9695676244369,308980.0,4485000.0
Mauritius,2021,6812.0,173500.0,179800.0,180300.0,178733.0,382952790.757657,111.0,46059.0,12.06,2123.9755449675927,179780.0,2168200.0
Mauritius,2022,28569.0,974500.0,997000.0,1002900.0,990099.0,1650417777.7176101,105.0,43162.0,11.39,1645.6454060400938,997290.0,11363000.0
Mauritius,2023,35000.0,1295000.0,1295000.0,1317000.0,1275000.0,2169681747.72075,107.0,44139.0,11.1,1647.4424811850797,1295410.0,14384000.0
Mauritius,2024,34000.0,1382000.0,1382000.0,1423000.0,1348000.0,,109.0,45543.0,11.16,,1382177.0,15420000.0
Mexico,2019,1890700.0,43133700.0,45024000.0,97406000.0,19634900.0,27126000000.0,23699.0,2508963.0,3.53,278.48387163008437,22614000.0,79893000.0
Mexico,2020,498255.0,23785300.0,24283536.0,51128042.0,8337627.0,12142599224.0,24693.0,2561478.0,3.57,237.49392210247362,9556136.0,34141544.0
Mexico,2021,573603.0,31286800.0,31860392.0,55301421.0,14602112.0,22138069892.0,25201.0,2601984.0,3.65,400.31647454411706,15267289.0,55757862.0
Mexico,2022,1142118.0,37183400.0,38325550.0,65994498.00000001,21329168.0,31257108743.0,25497.0,2643066.0,3.83,473.63204040130734,21306849.0,81633239.0
Mexico,2023,1326000.0,41926000.0,41949428.0,74817746.0,22821343.0,33495504869.999996,26524.0,2670639.0,3.65,447.6946534850167,23167132.0,84512941.0
Mexico,2024,1410000.0,46053000.0,45038754.0,86412484.0,23165256.0,36239253442.0,,,3.75,419.3752078924152,23243383.0,87244646.0
Monaco,2019,98000.0,265000.0,363000.0,363000.0,,,12.0,8020.0,2.5,,363000.0,929000.0
Monaco,2020,23900.0,135400.0,172037.0,172037.0,,,13.0,7450.0,2.52,,172037.0,405690.0
Monaco,2021,30600.0,187800.0,220052.0,220052.0,,,13.0,7940.0,2.54,,220052.0,566537.0
Monaco,2022,69100.0,257899.99999999997,290180.0,290180.0,,,13.0,7853.0,2.52,,290180.0,834400.0
Mongolia,2019,52700.0,524600.0,577000.0,637000.0,,605000000.0,442.0,,,949.7645211930926,,
Mongolia,2020,19738.0,39100.0,58900.0,58900.0,,49415406.919316605,455.0,,,838.9712549968863,,
Mongolia,2021,10935.0,22200.0,33000.0,33000.0,,33815228.836356804,434.0,,,1024.7039041320243,,
Mongolia,2022,27550.0,258700.0,286000.0,286000.0,,260819500.85452598,442.0,,,911.9562966941468,,
Mongolia,2023,35000.0,559000.0,594000.0,594000.0,,584659019.615747,532.0,,,984.2744437975539,,
Mongolia,2024,61000.0,666000.0,727000.0,727000.0,,737000000.0,548.0,,,1013.7551581843192,,
Montserrat,2019,1000.0,9400.0,10400.0,19300.0,4000.0,12600000.0,,,,652.8497409326425,3200.0,
Montserrat,2020,300.0,4200.0,4500.0,7700.0,1900.0,10035954.0740741,,,,1303.3706589706624,1100.0,
Montserrat,2021,230.0,1361.0,1600.0,1600.0,1600.0,4229592.96296296,,,,2643.49560185185,300.0,
Morocco,2019,1416800.0,11515500.0,12932000.0,13109000.0,9081500.0,9949000000.0,4229.0,397206.0,3.1,758.944236783889,5606000.0,17406000.0
Mozambique,2019,202400.0,1830500.0,2019000.0,2033000.0,843000.0,324000000.0,2188.0,93326.0,1.66,159.37038858829317,229000.0,388000.0
Mozambique,2020,108000.0,850600.0,952000.0,959000.0,434000.0,112976867.0519,2188.0,93326.0,2.0,117.80695208748696,100000.0,230000.0
Mozambique,2021,51500.0,497200.0,492000.0,549000.0,219900.0,187862615.090474,2707.0,113029.0,2.0,342.19055572035336,98000.0,228000.0
Myanmar,2019,281900.0,4082200.0,4364000.0,4364100.0,1792400.0,2501000000.0,1984.0,239565.0,,573.0849430581334,,26185000.0
Myanmar,2020,74285.0,829100.0,903000.0,903000.0,330373.0,,2204.0,269196.0,,,,5420000.0
Myanmar,2021,12533.0,118400.0,131000.0,131000.0,18558.0,,2269.0,276228.0,,,,786000.0
Myanmar,2022,44399.0,189100.0,233000.0,233000.0,90859.0,,2331.0,284580.0,,,,2568000.0
Namibia,2019,197100.0,1398900.0,1596000.0,1651000.0,683600.0,451000000.0,,,,273.167777104785,,
Namibia,2020,33040.0,136500.0,169600.0,187200.0,79801.0,131411848.75487201,,,,701.9863715538035,,
Namibia,2021,66347.0,166400.0,232800.0,261399.99999999997,98364.0,131178817.484073,,,,501.83174247923876,,
Namibia,2022,70124.0,390900.0,461000.0,528000.0,214327.0,286531127.57314897,,,,542.672590100661,,
Namibia,2023,136000.0,864000.0,864000.0,1012000.0,190000.0,354787416.589029,,,,350.58045117492986,,
Nepal,2019,,1197200.0,1197000.0,,995900.0,801000000.0,1289.0,,12.7,,,
Nepal,2020,,230100.0,230000.0,,183100.0,237636733.688613,1313.0,,15.1,,,
Nepal,2021,,151000.0,151000.0,,150600.0,176593668.846025,1345.0,,15.5,,,
Nepal,2022,,614800.0,614800.0,,592600.0,438273527.784894,1401.0,,13.1,,,
New Caledonia,2019,17100.0,113600.0,131000.0,474000.0,131000.0,,,,,,,
New Caledonia,2020,2575.0,31109.0,32136.000000000004,80136.0,83121.0,,,,,,,
New Caledonia,2021,3164.0,13825.0,13825.0,13825.0,24354.0,,,,,,,
New Caledonia,2022,7690.0,78748.0,78748.0,138748.0,156130.0,,,,,,,
New Caledonia,2023,10770.0,125097.0,125097.0,125097.0,243791.0,,,,,,,
New Caledonia,2024,5920.0,59399.0,59399.0,59399.0,163849.0,,,,,,,
New Zealand,2019,498600.0,3389800.0,3702000.0,3888000.0,3827400.0,,,,,,,
New Zealand,2020,101800.0,894500.0,948612.0,996350.0,965700.0,5685638719.457069,2502.0,,,5706.467325194028,,929000.0
New Zealand,2021,22400.0,184500.0,204882.0,206832.0,205000.0,2874537786.4111,2499.0,,,13897.93545684952,,1248000.0
New Zealand,2022,144100.0,1289800.0,1389056.0,1433832.0,1426300.0,4095509932.14374,2439.0,,,2856.3387706117173,,4134000.0
Nicaragua,2019,221500.0,1073800.0,1295000.0,1455000.0,410000.0,,1101.0,37815.0,2.4,,217000.0,569000.0
Nicaragua,2020,36600.0,347400.0,384000.0,474000.0,118200.0,198500000.0,1075.0,37178.0,2.3,418.7763713080169,109000.0,431000.0
Nicaragua,2021,23700.0,198700.0,222400.0,312400.0,88200.0,183800000.0,1106.0,35402.0,2.6,588.348271446863,85000.0,518000.0
Nicaragua,2022,70300.0,747600.0,817900.0,932700.0,485300.0,595600000.0,1000.0,34360.0,2.9,638.5761766913263,92200.0,551700.0
Niger,2019,96100.0,96100.0,192000.0,192200.0,192000.0,130000000.0,198.0,8955.0,2.23,676.378772112383,,
Niger,2020,42700.0,42700.0,85000.0,85400.0,85000.0,96616021.8701817,197.0,8746.0,1.84,1131.3351507047037,,
Northern Mariana Islands,2019,0.0,487000.0,484000.0,487000.0,483700.0,,52.0,,,,,
Northern Mariana Islands,2020,0.0,89000.0,87000.0,89000.0,86800.0,,48.0,,,,,
Northern Mariana Islands,2021,0.0,12700.0,12200.0,12700.0,12200.0,,23.0,,,,,
Northern Mariana Islands,2022,0.0,96600.0,96100.0,96600.0,96100.0,,68.0,,,,,
Oman,2019,411300.0,3095100.0,2500000.0,3506000.0,,3193000000.0,491.0,,,910.7244723331432,,
Oman,2020,99400.0,769200.0,622400.0,868600.0,,722491547.4642401,548.0,,4.14289486439239,831.788564890905,410150.0,6145000.0
Oman,2021,78300.0,573400.0,464000.0,652000.0,,786889466.840052,612.0,,4.40496191020685,1206.885685337503,287004.0,6841000.0
Oman,2022,308200.0,2612200.0,2105580.8680976904,2982316.86025741,,1960621014.1004999,674.0,,5.3527887339689,657.4153941279313,1296780.06482483,15607000.0
