reporter_area_label,year,business_arrivals,personal_arrivals,tourists,total_arrivals,air_arrivals,expenditure,acc_establishments,acc_capacity,ALOS,exp_per_arrival,acc_guests,acc_overnights
Palau,2019,,94000.0,94000.0,,94000.0,,,,,,,496000.0
Palau,2020,,18000.0,18400.0,,18000.0,40585000.0,,,,,,99000.0
Panama,2019,224700.0,1530400.0,1753000.0,2494000.0,1848000.0,7051000000.0,946.0,101316.0,8.0,2827.185244587009,1432000.0,6139000.0
Panama,2020,34100.0,387300.0,414000.0,647000.0,416000.0,1853329766.79,1002.0,106680.0,8.0,2864.4973211591964,350000.0,1571000.0
Panama,2021,39800.0,625600.0,618000.0,804000.0,665400.0,3611089724.19,1097.0,107442.0,8.0,4491.405129589552,,
Panama,2022,279700.0,1240500.0,1488000.0,1946000.0,1520200.0,7381125893.24,987.0,,8.0,3792.973223658787,,
Papua New Guinea,2019,117000.0,94000.0,160000.0,211000.0,160000.0,4700000.0,,,,22.274881516587676,,
Papua New Guinea,2020,31500.0,7400.0,39000.0,39000.0,39000.0,1530642.09866442,,,,39.24723329908769,,
Papua New Guinea,2021,15000.0,1800.0,17000.0,17000.0,17000.0,1536771.0150000001,,,,90.398295,,
Papua New Guinea,2022,51700.0,17600.0,66800.0,69400.0,66800.0,4257023.58296996,,,,61.34039744913487,,
Paraguay,2019,231000.0,984600.0,1216000.0,4368000.0,228200.0,983000000.0,987.0,53374.0,3.5,225.04578754578753,,
Paraguay,2020,47888.0,204200.0,252000.0,1077000.0,46016.0,212503827.868165,636.0,37598.0,3.5,197.31088938548282,,
Paraguay,2021,18021.0,76800.0,95000.0,571000.0,30083.0,102447829.979628,557.0,33803.0,3.5,179.41826616397196,,
Paraguay,2022,110099.0,469360.0,579400.0,1548300.0,72322.0,475195116.662683,743.0,42215.0,3.5,306.9141100966757,,
Paraguay,2023,164000.0,700000.0,864000.0,1930000.0,102000.0,654303401.658551,,,,339.0173065588347,,
Paraguay,2024,202000.0,859000.0,1061000.0,2233000.0,129000.0,779860170.2992741,,,,349.24324688727006,,
Peru,2019,114200.0,4257500.0,4372000.0,5275000.0,2736500.0,4703000000.0,23908.0,852562.0,1.33,891.5639810426541,8265000.0,14796000.0
Peru,2020,23500.0,873100.0,897000.0,1119000.0,530000.0,1002011687.54966,16893.0,641549.0,2.03,895.4528038870956,1779000.0,3415000.0
Peru,2021,11300.0,433000.0,444000.0,444000.0,444300.0,1042226964.4344699,23083.0,800006.0,1.29,2347.358028005563,2056000.0,3573000.0
Peru,2022,58600.0,1950700.0,2009300.0,2278500.0,1489700.0,3027423022.91599,24819.0,841578.0,1.29,1328.6912542971208,5033000.0,9123000.0
Philippines,2019,351700.0,7747600.0,8261000.0,8099300.0,8099200.0,11455000000.0,2764.0,366048.0,2.09,1414.3197560282988,,
Philippines,2020,47225.0,1410100.0,1483000.0,1508000.0,1457334.0,2499226200.74549,4928.0,514287.0,13.13,1657.3118042078847,,
Philippines,2021,16324.000000000002,151000.0,164000.0,164000.0,163879.0,953471745.2027789,5716.0,637119.0,9.55,5813.852104894993,,
Philippines,2022,217124.0,1678680.0,2654000.0,2654000.0,2653858.0,5238458319.33578,6758.0,,5.05,1973.7974074362396,,
Poland,2019,5036000.0,16122000.0,21158000.0,88515000.0,8976600.0,16011000000.0,,,2.62,180.88459583121505,6582000.0,15090000.0
Poland,2020,1976000.0,8418000.0,8418000.0,51076000.0,2617500.0,8848000000.0,,,2.87071266449664,173.23204636228365,2216940.0,6479829.0
Poland,2021,2326000.0,9722000.0,9722000.0,51026000.0,3005500.0,10150000000.0,,,2.82444121776149,198.91819856543722,2458638.0,7026143.0
Poland,2022,3402000.0,15948000.0,15948000.0,71815000.0,6396800.0,16414000000.0,,,2.61919445522549,228.55949314210125,5790319.0,14586526.0
Poland,2023,3798000.0,18987000.0,18987000.0,77665000.0,,17550000000.0,,,2.55531078960719,225.9705143887208,6979135.0,16752980.0
Poland,2024,3886000.0,19723000.0,19723000.0,76905000.0,,16837000000.0,,,2.50749038966147,218.9324491255445,7771103.0,18131401.0
Republic of Korea,2019,252700.0,17250100.0,,17503000.0,15739800.0,25456000000.0,,,,1454.3792492715534,,
Republic of Korea,2020,46100.0,2473100.0,2519200.0,2522200.0,2240500.0,11523700000.0,,,,4568.908096106574,,
Republic of Korea,2021,40000.0,927000.0,967000.0,967000.0,674000.0,11431600000.0,,,,11821.716649431231,,
Republic of Korea,2022,107900.0,3090100.0,3198000.0,3198000.0,2878800.0,14967000000.0,,,,4680.112570356473,,
Romania,2020,287000.0,165000.0,5022700.0,5022700.0,729900.0,1619259991.9849398,,,2.26647518749003,322.388355264089,453000.0,995000.0
Romania,2021,444000.0,394000.0,6788900.0,6788900.0,1151800.0,3524779560.98856,,,2.22355864811133,519.1974489222938,869000.0,1902000.0
Romania,2022,819000.0,761000.0,12696800.0,12696800.0,2546800.0,5035662312.4057,,,2.14225941422594,396.6087764165538,1656000.0,3624000.0
Romania,2023,968000.0,991000.0,14777000.0,14777000.0,,5691824416.90192,,,2.12921798702718,385.18132346903434,2095000.0,4451000.0
Romania,2024,1072000.0,1107000.0,13353000.0,13353000.0,,6154642157.5266905,,,2.43717298559124,460.91830731121775,452000.0,4926000.0
Rwanda,2019,417000.0,1216000.0,1544000.0,1634000.0,279800.0,635900000.0,722.0,40596.0,,389.16768665850674,,
Rwanda,2020,195800.0,301600.0,460000.0,497000.0,80200.0,212292872.871116,807.0,42753.0,,427.1486375676379,,
Rwanda,2021,342400.0,168500.0,480000.0,511000.0,109100.0,284313925.571944,888.0,49272.0,,556.3873298863874,,
Réunion,2019,40900.0,492700.0,533600.0,601000.0,534000.0,459000000.0,181.0,9425.0,9.0,763.7271214642263,171000.0,1203000.0
Réunion,2020,14000.0,202700.0,216700.0,255100.0,217000.0,181000000.0,184.0,9219.0,15.8,709.5256762054097,57400.0,907000.0
Réunion,2021,21500.0,229300.0,251000.0,250800.0,251000.0,227000000.0,,9329.0,18.0,905.103668261563,71000.0,1278000.0
Réunion,2022,40800.0,454600.0,495000.0,495400.0,495000.0,439000000.0,,9110.0,21.95,886.1526039563988,66000.0,1449000.0
Saint Kitts and Nevis,2019,21300.0,98800.0,120000.0,1107000.0,120000.0,,,,,,,
Saint Kitts and Nevis,2020,4200.0,25600.0,30000.0,301400.0,30000.0,107159990.37037,,,,355.5407776057399,,
Saint Kitts and Nevis,2021,2000.0,18200.0,20200.0,122600.0,20200.0,151862310.37037,,,,1238.6811612591355,,
Saint Lucia,2019,15600.0,408200.0,424000.0,1220000.0,378000.0,,170.0,,8.1,,354000.0,2867400.0
Saint Lucia,2020,2900.0,127800.0,130699.99999999999,432500.0,123000.0,340377930.0,169.0,,8.85,787.0009942196532,113000.0,1000050.0
Saint Lucia,2021,4100.0,195300.0,199000.0,297000.0,197900.0,569057651.851852,169.0,,8.89,1916.0190298042157,182000.0,1617980.0
Saint Lucia,2022,5400.0,350800.0,356000.0,714000.0,342100.0,1083329221.85185,170.0,,8.9,1517.2678177196779,306000.0,2723400.0
Saint Vincent and the Grenadines,2019,16900.0,67000.0,84000.0,399000.0,85600.0,246000000.0,,,,616.5413533834586,30000.0,
Saint Vincent and the Grenadines,2020,3800.0,22800.0,27000.0,155000.0,27200.0,90031704.4444445,,,,580.8497060931903,13000.0,
Saint Vincent and the Grenadines,2021,3800.0,20500.0,24200.0,56700.0,24400.0,62080204.074074104,,,,1094.8889607420476,12000.0,
Saint Vincent and the Grenadines,2022,8000.0,51100.0,59000.0,210000.0,59400.0,183309676.296296,,,,872.9032204585524,24000.0,
Samoa,2019,13300.0,167500.0,172000.0,181000.0,174000.0,206100000.0,,,,1138.6740331491712,67000.0,
Samoa,2020,1300.0,22600.0,23100.0,23900.0,20500.0,23311473.326601997,,,,975.3754529958994,6100.0,
Samoa,2021,0.0,2600.0,2600.0,2600.0,1100.0,168432.357334735,,,,64.78167589797499,600.0,
Samoa,2022,3300.0,47300.0,49400.0,50600.0,47200.0,57680004.999919,,,,1139.9210474292292,11500.0,
Sao Tome and Principe,2021,5200.0,9900.0,15100.0,15100.0,15100.0,29949979.6498053,,,,1983.4423609142582,,
Saudi Arabia,2019,3164600.0,14361000.0,17526000.0,20292000.0,14081400.0,19849000000.0,7564.0,1700664.0,4.3,978.1687364478612,14873000.0,164526000.0
Saudi Arabia,2020,771943.9,3366234.34,4138178.25,4881780.24,3226764.71,4645393853.33333,3972.0,946272.0,5.19914887022832,951.5778312325936,3327550.44,30446967.0
Saudi Arabia,2021,1013111.29,2464105.0100000002,3477216.3099999996,3869165.88,2424048.2600000002,4639269340.566211,4447.0,1057566.0,4.64498803482304,1199.0360414752265,2131778.69,16081346.0
Saudi Arabia,2022,1666692.64,14971167.94,16637860.58,18255592.5,9490643.51,28245149174.0163,5001.0,1262478.0,6.05536289726074,1547.2052837516121,10956754.7,153743847.0
Saudi Arabia,2023,1864620.0,25558916.0,27423536.0,30125401.0,16963221.0,40866093387.0194,5317.0,1442643.0,6.76029900329942,1356.5327607429824,20976205.0,296196916.0
Saudi Arabia,2024,1975770.0,27751673.0,29727443.0,33479095.999999996,19119689.0,46338372533.0838,5351.0,1546329.0,7.68610853436452,1384.0986785629996,23300885.0,374838218.0
Seychelles,2019,8700.0,375500.0,384000.0,428000.0,371900.0,884000000.0,697.0,18888.0,9.43,2065.4205607476633,326000.0,2880000.0
Seychelles,2020,1900.0,112900.0,114900.0,124500.0,108300.0,334258282.743328,712.0,8169.0,8.7,2684.805483882152,94000.0,559000.0
Seychelles,2021,1900.0,181000.0,183000.0,183000.0,182300.0,594563388.277752,776.0,20971.0,10.0,3248.9802638128526,166000.0,1568000.0
Seychelles,2022,6200.0,325800.0,332000.0,339000.0,330500.0,963984026.894329,815.0,21738.0,9.9,2843.6106988033303,308000.0,2542000.0
Sierra Leone,2019,26600.0,36500.0,63000.0,71000.0,63000.0,,119.0,7355.0,7.0,,,442000.0
Sierra Leone,2020,7600.0,16800.0,24000.0,26000.0,24000.0,38667347.4516542,148.0,10361.0,7.0,1487.2056712174694,,171000.0
Sierra Leone,2021,14000.0,26300.0,40000.0,44000.0,40000.0,22506825.3433714,200.0,8818.0,7.0,511.5187578038954,,282000.0
Singapore,2019,2460500.0,16655500.0,15119000.0,19116000.0,14876600.0,,424.0,,3.36,,10131000.0,34040160.0
Slovenia,2019,559700.0,4142300.0,4702000.0,4702000.0,1500000.0,3353100000.0,550.0,89516.0,2.53,713.1220757124628,2758000.0,6126000.0
Slovenia,2020,144756.0,1071357.88484084,1216000.0,1216000.0,387874.0,1460446241.5651898,616.0,88988.0,2.80591000671592,1201.0248697082154,640000.0,1562000.0
Slovenia,2021,146653.869914739,1685791.73490854,1832000.0,1832000.0,280887.50373080303,2041465188.8713899,758.0,84007.0,2.66039654295882,1114.3368934887499,881000.0,2102000.0
Slovenia,2022,314975.537265647,3620655.6139943902,3936000.0,3936000.0,603276.0,3181057370.8565097,811.0,86846.0,2.47385728378823,808.1954702379344,2055000.0,4782000.0
Slovenia,2023,373000.0,4285482.469751241,4658000.0,4658000.0,714000.0,3631066239.14054,816.0,88430.0,2.40853658536585,779.533327423903,2498000.0,5591000.0
Slovenia,2024,404000.0,4649091.55350977,5054000.0,5054000.0,775000.0,3672618917.94776,835.0,88640.0,2.36554860716316,726.6756861788208,2748000.0,6053000.0
Solomon Islands,2019,7300.0,21600.0,28900.0,28900.0,28900.0,82000000.0,,,,2837.370242214533,,
Solomon Islands,2020,1040.0,3380.0,4400.0,4420.0,4400.0,7509993.27109195,,,,1699.0935002470476,,
South Africa,2019,275200.0,9953300.0,10227500.0,14797000.0,3006300.0,9064000000.0,3023.0,,,612.5565993106711,,
South Africa,2020,110635.0,2691700.0,2802000.0,3886000.0,773812.0,2716592202.25812,3295.0,,,699.071590905332,,
South Africa,2021,194076.0,2061600.0,2256000.0,2664000.0,605627.0,2191792683.3115196,3189.0,,,822.7450012430629,,
South Africa,2022,263020.0,5435000.0,5698000.0,7342000.0,1837649.0,4962397626.13913,3504.0,,,675.891804159511,,
South Africa,2023,298000.0,8185000.0,8483000.0,11302000.0,2509000.0,5959500445.46613,,,,527.2960932105938,,
South Africa,2024,276000.0,8643000.0,8919000.0,11422000.0,2674000.0,6722889282.2879095,,,,588.5912521701899,,
Spain,2019,6112700.0,77396500.0,83509000.0,126170000.0,68691900.0,,33583.0,2880740.0,3.15,,55982000.0,223386000.0
Spain,2020,1565465.0,17367600.0,18933000.0,36410000.0,13657664.0,18380414701.381104,35053.0,2894548.0,2.66625227673538,504.81776164188693,10894000.0,41072000.0
Spain,2021,2270304.0,28910500.0,31181000.0,51631000.0,24431890.0,34176155987.013504,35165.0,2918313.0,2.84577761675779,661.9309327151034,20451000.0,82107000.0
Spain,2022,4952511.0,66706800.0,71659000.0,104968000.0,59307849.0,72083329486.3503,36807.0,2934665.0,3.11392663439669,686.7171851073689,49568000.0,200329000.0
Spain,2023,4973067.49958168,80195982.47311771,85169050.0,125750425.0,69564231.40752919,92144280110.5462,55516.0,4259987.0,3.24824041907784,732.7552182073835,68632250.0,280662496.0
Spain,2024,5253195.41783694,88506101.4367087,93759297.0,137640110.0,77119787.1470598,106656535197.297,56471.0,4303934.0,3.27010231370084,774.8942891523191,73766842.0,299536376.0
Sri Lanka,2019,225700.0,1687900.0,1914000.0,2027000.0,1814900.0,4663000000.0,2620.0,119887.0,10.4,2300.444005920079,,15137000.0
Sri Lanka,2020,19900.0,487800.0,508000.0,540000.0,479600.0,1076407486.84059,3019.0,127860.0,8.5,1993.3471978529444,,3576000.0
Sri Lanka,2021,5000.0,189000.0,194000.0,195000.0,194000.0,614904538.7,3656.0,141579.0,15.1,3153.356608717949,,
Sri Lanka,2022,46900.0,673100.0,720000.0,758800.0,716700.0,1356808605.0515702,3829.0,139544.0,9.3,1788.0977926351743,,
Taiwan Province of China,2019,921400.0,10942700.0,,11864000.0,11193000.0,17102000000.0,,,,1441.503708698584,,
Taiwan Province of China,2020,86000.0,1291260.0,1377900.0,1377900.0,1331294.0,2346000000.0,,,8.29,1702.5908991944264,1262000.0,10464000.0
Taiwan Province of China,2021,12000.0,128964.0,140400.0,140400.0,127719.0,860000000.0,,,34.61,6125.356125356126,49000.0,1696000.0
Taiwan Province of China,2022,104000.0,791622.0,895900.0,895900.0,875907.0,3381000000.0,,,13.79,3773.858689585891,452000.0,6232000.0
Taiwan Province of China,2023,497000.0,5990000.0,6487000.0,6487000.0,6317000.0,,,,7.39,,5515000.0,40739000.0
Taiwan Province of China,2024,576000.0,7282000.0,7858000.0,7858000.0,7599000.0,,,,6.98,,6836000.0,47736000.0
Thailand,2019,2043500.0,37872800.0,39916000.0,39916300.0,33481600.0,64371000000.0,20293.0,,2.26,1612.6494690139116,61250000.0,138425000.0
Thailand,2020,241800.0,6483300.0,6725000.0,6725100.0,5625400.0,14572440917.1178,20604.0,,,2166.873491415414,11640000.0,
Thailand,2021,44400.0,466300.0,511000.0,510700.0,510800.0,5275594884.59391,20631.0,,,10330.125092214432,1050900.0,
Togo,2019,507100.0,369200.0,876000.0,876300.0,517000.0,264000000.0,600.0,15576.0,1.3,301.2666894899007,876000.0,1085000.0
Tonga,2019,3800.0,63500.0,67300.0,94000.0,67300.0,57100000.0,149.0,3209.0,,607.4468085106383,,
Tonga,2020,400.0,8600.0,9000.0,11500.0,9000.0,47660260.7421578,164.0,3199.0,,4144.37049931807,,
Tonga,2021,0.0,200.0,200.0,200.0,200.0,9143032.36690037,154.0,3199.0,,45715.16183450185,,
Tonga,2022,700.0,17700.0,18400.0,22300.0,18400.0,9978316.081003292,,,,447.45812022436286,,
Trinidad and Tobago,2019,82000.0,306600.0,388600.0,481500.0,388600.0,481000000.0,590.0,,,998.9615784008307,,
Trinidad and Tobago,2020,14000.0,95000.0,95300.0,141100.0,95280.0,151812594.641841,590.0,,,1075.9220031314032,,
Trinidad and Tobago,2021,8000.0,41000.0,40600.0,41100.0,40621.0,116839227.38894999,590.0,,,2842.8035861058393,,
Trinidad and Tobago,2022,30000.0,227000.0,226500.0,253300.0,226489.0,505566278.348674,590.0,,,1995.9189828214528,,
Trinidad and Tobago,2023,41000.0,309000.0,309000.0,448000.0,309000.0,720852499.676684,590.0,,,1609.0457582068839,,
Trinidad and Tobago,2024,38000.0,334000.0,334000.0,486000.0,334000.0,755459584.226341,590.0,,,1554.4435889430886,,
Tuvalu,2019,2200.0,1500.0,3700.0,3700.0,3600.0,8700000.0,,,,2351.3513513513512,,
Tuvalu,2020,400.0,200.0,600.0,600.0,600.0,2029364.0563811702,,,,3382.2734273019505,,
Tuvalu,2021,20.0,20.0,40.0,40.0,40.0,958680.263959763,,,,23967.006598994074,,
Tuvalu,2022,123.0,121.0,244.0,244.0,244.0,1521413.81527195,,,,6235.3025216063525,,
Türkiye,2019,1986100.0,49873900.0,51192000.0,51747000.0,39828900.0,45789000000.0,11898.0,2170049.0,2.61,884.8628906023538,38102000.0,131480000.0
Türkiye,2020,662000.0,15164000.0,15894000.0,15971000.0,11765000.0,17736000000.0,12570.0,2255589.0,2.28,1110.5128044580804,12638000.0,39788000.0
Türkiye,2021,1102400.0,28255000.0,29925000.0,30039000.0,23573100.0,35209000000.0,13968.0,2388057.0,2.49,1172.1095908652085,28253000.0,92503000.0
Türkiye,2022,1665900.0,49703100.0,50453000.0,51388000.0,37984900.0,62253000000.0,19564.0,2561542.0,2.56,1211.4306842064295,45902000.0,147161000.0
Uganda,2019,630900.0,911700.0,1543000.0,1542600.0,586200.0,1400000000.0,,,8.3,907.5586671852716,,
Uganda,2020,302900.0,170200.0,473000.0,473100.0,78900.0,576820000.0,,,,1219.2348340731346,,
Uganda,2021,128199.99999999999,384700.0,513000.0,512900.0,99000.0,999140000.0,,,,1948.021056736206,,
Ukraine,2019,48000.0,13389800.0,13438000.0,13710000.0,2742700.0,2595000000.0,3165.0,254868.0,2.04,189.27789934354485,896000.0,1832000.0
Ukraine,2020,14290.0,3126800.0,3141000.0,3382000.0,702800.0,669000000.0,2902.0,241043.0,1.98,197.81194559432288,248000.0,491000.0
Ukraine,2021,40257.0,3932900.0,3973000.0,4272000.0,1430400.0,1387000000.0,,,,324.67228464419475,,
Ukraine,2022,2429.0,2170800.0,2173000.0,2307000.0,145600.0,849000000.0,,,,368.0104031209363,,
Ukraine,2023,101306.0,2345694.0,2346000.0,2447000.0,,908000000.0,,,,371.06661217817737,,
Ukraine,2024,459.0,2481873.0,2482000.0,2552000.0,,1172000000.0,,,,459.2476489028213,,
United Arab Emirates,2019,6080200.0,19201400.0,21561000.0,25282000.0,17636200.0,38413300000.0,1136.0,549579.0,3.13,1519.3932442053635,18686000.0,65401200.0
United Arab Emirates,2020,2370500.0,5713700.0,7165000.0,8084000.0,5962500.0,24615400000.0,1089.0,540771.0,3.66,3044.952993567541,6102100.0,21357200.0
United Arab Emirates,2021,3748700.0,9035500.0,11479000.0,12784000.0,9460400.0,34440000000.0,1144.0,599224.0,4.0,2693.9924906132665,9041000.0,36197000.0
United Kingdom of Great Britain and Northern Ireland,2019,9269000.0,31588000.0,39418000.0,40857000.0,32137200.0,,,,,,21697000.0,
United Kingdom of Great Britain and Northern Ireland,2020,,,10714000.0,11101000.0,,29346948512.685,,,,2643.6310704157286,,
United Kingdom of Great Britain and Northern Ireland,2021,1287510.81190722,4999025.18283394,6287000.0,6384000.0,4873462.92046174,37790487823.921196,,,,5919.562629060338,,
United Kingdom of Great Britain and Northern Ireland,2022,5301156.149780121,25439788.798813302,30741000.0,31244000.0,24788999.8312655,67598631672.31809,,,5.45549758540271,2163.571619265078,16296000.0,88902788.65
United Kingdom of Great Britain and Northern Ireland,2023,6564261.29102866,30650543.430695202,37214804.7217239,37959471.768300295,30372369.4263817,73509466571.396,,,,1936.5250133112565,,
United Kingdom of Great Britain and Northern Ireland,2024,6929136.40372023,31300431.4904586,38229567.894179,39031302.4854936,31900678.1095435,84546894223.7117,,,,2166.1304860409014,,
United Republic of Tanzania,2019,64599.99999999999,1462200.0,1443000.0,1527000.0,936000.0,2624500000.0,,,,1718.7295350360184,,
United Republic of Tanzania,2020,19500.0,601400.0,592000.0,621000.0,366100.0,725756470.261154,,,,1168.6899682144187,,
United Republic of Tanzania,2021,92700.0,934200.0,922700.0,1027000.0,609900.0,1324373765.93074,,,,1289.5557603999416,,
United States of America,2019,6988000.0,33405000.0,79442000.0,165478000.0,50253100.0,239065000000.0,57327.0,,9.73,1444.6935544301962,30699000.0,298698000.0
United States of America,2020,1625100.0,5968800.0,19212120.0,44792120.0,10932649.0,84297000000.0,58103.0,,9.51,1881.9604876929245,5339000.0,50770000.0
United States of America,2021,1128500.0,8046400.0,22280147.0,66773447.0,13735582.0,84506000000.0,,,12.16,1265.5629415087708,4404000.0,53553000.0
Uruguay,2019,220900.0,2999700.0,3059000.0,3480000.0,600000.0,2341000000.0,,48874.0,4.47,672.7011494252873,1364000.0,6088000.0
Uruguay,2021,18700.0,214800.0,,233000.0,,620283270.75319,,,,2662.1599603141203,85000.0,
Uzbekistan,2019,128400.0,6620100.0,,6749000.0,656700.0,1711000000.0,1141.0,64649.0,2.21,253.5190398577567,1094000.0,2357000.0
Vanuatu,2019,8000.0,112600.0,120600.0,256000.0,120600.0,246000000.0,,,,960.9375,,
Vanuatu,2020,1100.0,20900.0,22000.0,82400.0,22000.0,58476797.5230918,,,,709.6698728530558,,
Vanuatu,2022,1800.0,28600.0,30000.0,65000.0,30300.0,45926274.218029395,,,,706.55806489276,,
Zambia,2019,580400.0,686000.0,1266000.0,1266400.0,326500.0,,1138.0,91309.0,3.8,,,
Zambia,2020,214600.0,286900.0,502000.0,501500.0,89200.0,411556400.339816,1094.0,88652.0,,820.6508481352263,,
Zambia,2021,211100.0,343200.0,554000.0,554300.0,105600.0,392996925.13571197,1067.0,78326.0,,708.9967980077791,,
Zimbabwe,2019,220600.0,2073699.9999999998,,2294000.0,320800.0,285000000.0,97.0,19834.0,3.0,124.23714036617262,286000.0,572000.0
Zimbabwe,2020,100600.0,538700.0,,639000.0,77300.0,65340516.96509999,95.0,21768.0,3.0,102.25433014882627,80000.0,159000.0
Zimbabwe,2021,105700.0,275100.0,,381000.0,147400.0,17544156.0,95.0,21768.0,3.0,46.047653543307085,48000.0,144000.0
Zimbabwe,2022,174400.0,869400.0,,1044000.0,367000.0,264264625.00000003,75.0,21646.0,3.0,253.12703544061304,131000.0,393000.0
